"","TCGA-DD-A3A1-11A-11R-A214-13","TCGA-EP-A12J-11A-11R-A130-13","TCGA-DD-A39V-11A-11R-A214-13","TCGA-DD-A11A-11A-11R-A130-13","TCGA-DD-A11C-11A-11R-A130-13","TCGA-DD-A116-11A-12R-A25G-13","TCGA-DD-A3A3-11A-11R-A22J-13","TCGA-BC-A10T-11A-11R-A130-13","TCGA-BC-A10W-11A-11R-A130-13","TCGA-DD-A119-11A-11R-A130-13","TCGA-BC-A10Y-11A-11R-A130-13","TCGA-DD-A11B-11A-11R-A130-13","TCGA-DD-A1EG-11A-11R-A214-13","TCGA-DD-A3A8-11A-11R-A22J-13","TCGA-DD-A3A4-11A-11R-A22J-13","TCGA-EP-A26S-11A-12R-A16S-13","TCGA-ES-A2HT-11A-11R-A17X-13","TCGA-FV-A2QR-11A-11R-A214-13","TCGA-DD-A1EL-11A-11R-A154-13","TCGA-DD-A1EH-11A-11R-A130-13","TCGA-BC-A10U-11A-11R-A130-13","TCGA-DD-A114-11A-12R-A130-13","TCGA-DD-A1EE-11A-11R-A130-13","TCGA-G3-A3CH-11A-11R-A22J-13","TCGA-DD-A1EI-11A-11R-A130-13","TCGA-BD-A2L6-11A-21R-A214-13","TCGA-EP-A3RK-11A-11R-A22J-13","TCGA-W5-AA2Q-11A-11R-A41D-13","TCGA-W5-AA2I-11A-11R-A41D-13","TCGA-ZU-A8S4-11A-11R-A41D-13","TCGA-W5-AA31-11A-11R-A41D-13","TCGA-W5-AA30-11A-11R-A41D-13","TCGA-EP-A12J-01A-11R-A130-13","TCGA-EP-A3RK-01A-11R-A22J-13","TCGA-DD-A1EH-01A-11R-A130-13","TCGA-DD-A3A8-01A-11R-A22J-13","TCGA-DD-A3A4-01A-11R-A22J-13","TCGA-EP-A26S-01A-11R-A16S-13","TCGA-DD-A114-01A-11R-A130-13","TCGA-DD-A119-01A-11R-A130-13","TCGA-BC-A10W-01A-11R-A130-13","TCGA-DD-A1EG-01A-11R-A214-13","TCGA-DD-A3A3-01A-11R-A22J-13","TCGA-DD-A11B-01A-11R-A130-13","TCGA-DD-A116-01A-11R-A130-13","TCGA-DD-A11A-01A-11R-A130-13","TCGA-BC-A10Y-01A-11R-A130-13","TCGA-BC-A10T-01A-11R-A130-13","TCGA-BD-A2L6-01A-11R-A214-13","TCGA-DD-A39V-01A-11R-A214-13","TCGA-DD-A3A1-01A-11R-A214-13","TCGA-FV-A2QR-01A-11R-A214-13","TCGA-DD-A1EE-01A-11R-A130-13","TCGA-G3-A3CH-01A-11R-A22J-13","TCGA-ES-A2HT-01A-12R-A17X-13","TCGA-DD-A1EL-01A-11R-A154-13","TCGA-DD-A11C-01A-11R-A130-13","TCGA-BC-A10U-01A-11R-A130-13","TCGA-DD-A1EI-01A-11R-A130-13","TCGA-ZU-A8S4-01A-11R-A41D-13","TCGA-W5-AA2Q-01A-11R-A41D-13","TCGA-W5-AA30-01A-31R-A41D-13","TCGA-W5-AA31-01A-11R-A41D-13","TCGA-W5-AA2I-01A-32R-A41D-13"
"hsa-mir-8055","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"hsa-mir-8056","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"hsa-mir-8057","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"hsa-mir-8058","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"hsa-mir-8059","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"hsa-mir-8060","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"hsa-mir-8061","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"hsa-mir-8062","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"hsa-mir-8063","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"hsa-mir-8064","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"hsa-mir-8065","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"hsa-mir-8066","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"hsa-mir-8067","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"hsa-mir-8068","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"hsa-mir-8069-1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"hsa-mir-8069-2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"hsa-mir-8070","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"hsa-mir-8071-1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"hsa-mir-8071-2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"hsa-mir-8072","0","0","0","3","0","1","0","1","0","0","4","0","0","0","1","1","1","0","4","0","0","1","0","2","0","0","0","0","0","0","0","0","0","5","0","0","0","2","0","0","0","1","1","3","0","0","0","0","1","0","1","2","0","0","0","0","3","2","1","0","0","0","0","0"
"hsa-mir-8073","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"hsa-mir-8074","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"hsa-mir-8075","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"hsa-mir-8076","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"hsa-mir-8077","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"hsa-mir-8078","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"hsa-mir-8079","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"hsa-mir-8080","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"hsa-mir-8081","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"hsa-mir-8082","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"hsa-mir-8083","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"hsa-mir-8084","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"hsa-mir-8085","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"hsa-mir-8086","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"hsa-mir-8087","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"hsa-mir-8088","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"hsa-mir-8089","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"hsa-mir-8485","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"hsa-mir-873","2","1","0","4","2","0","2","2","0","0","0","2","0","1","0","1","0","1","0","0","1","0","1","2","1","0","0","0","1","1","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0"
"hsa-mir-874","286","477","213","118","99","185","414","137","114","120","161","182","229","86","153","181","148","291","189","162","186","391","231","201","78","306","236","74","62","279","141","313","24","78","49","86","9","16","198","61","66","118","25","232","54","248","64","24","51","136","143","55","26","111","31","54","13","13","126","133","221","238","192","108"
"hsa-mir-875","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"hsa-mir-876","0","0","0","0","1","0","0","0","1","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"hsa-mir-877","2","4","6","3","1","3","4","4","5","4","2","5","4","3","2","4","2","5","1","4","4","16","5","3","0","9","2","0","0","6","1","1","3","2","15","4","5","2","24","3","13","18","6","9","3","4","4","4","8","5","10","7","9","8","2","6","5","13","12","7","1","7","2","10"
"hsa-mir-885","3249","2106","3181","1612","1431","1740","3723","2657","1628","3592","1495","2233","2796","2539","746","2907","983","1979","1167","3041","2479","1930","2859","2076","1289","2719","2983","1745","976","3774","2095","3191","181","474","1763","698","1137","15","543","1715","1445","3207","1063","2000","197","2695","4167","734","3431","393","2402","4060","358","4442","1623","43","698","2184","1399","17","766","24","337","33"
"hsa-mir-887","41","16","21","20","10","5","46","24","12","5","14","24","12","13","15","15","6","58","10","39","11","11","11","21","11","27","15","16","5","15","13","30","3","12","11","18","4","14","28","17","11","35","11","3","19","6","9","15","23","19","5","19","4","29","13","16","5","2","82","28","10","24","13","33"
"hsa-mir-888","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7","0","0","0","0","0","0","0","3","0","0","118","0","0","0","0","0","0","0","2","0","0","0","0","0","0"
"hsa-mir-889","80","128","121","165","78","83","161","221","176","123","118","144","129","98","194","86","104","284","99","241","175","134","141","101","51","118","141","305","24","250","88","169","13","21","999","0","13","52","203","94","55","85","51","23","30","27","23","105","18","56","12","71","35","81","54","11","19","77","99","344","20","25","742","323"
"hsa-mir-890","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"hsa-mir-891a","0","3","1","1","0","1","10","0","0","0","0","0","0","2","0","0","1","1","1","0","0","0","0","2","0","1","2","0","0","4","3","3","28","25","2","4","1","4","252","0","0","16","0","4","20","70","97","0","31","14343","0","7","0","4","0","29","6","92","1","0","0","0","1","0"
"hsa-mir-891b","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","81","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"hsa-mir-892a","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","10","0","0","0","0","0","0","0","1","0","0","431","0","0","0","0","0","1","0","4","0","0","0","0","0","0"
"hsa-mir-892b","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","1","0","0","0","49","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"hsa-mir-892c","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","35","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"hsa-mir-9-1","285","278","189","180","30","290","436","132","90","81","438","161","385","116","192","312","287","648","120","203","135","337","75","219","80","729","217","190","32","151","117","691","166","150","91","107","40","83","625","42536","38208","453","18665","306","1043","3492","1782","3544","77","12412","5234","127","209","398","3454","2968","105","871","277","96","447","442","554","672"
"hsa-mir-9-2","318","281","203","213","24","345","524","133","86","74","481","164","350","92","227","356","276","635","153","234","136","271","77","233","106","735","155","202","28","143","131","685","194","160","84","102","28","81","685","43217","38205","462","18912","303","1085","3388","1748","3418","76","12479","5378","116","194","412","3363","2966","119","887","286","118","480","433","512","661"
"hsa-mir-9-3","284","298","205","225","23","317","453","121","109","75","479","200","364","86","196","349","281","625","134","186","139","319","86","237","82","733","158","221","22","139","143","719","184","162","92","99","41","60","605","42932","38223","485","18591","305","1099","3552","1706","3497","70","12477","5340","88","230","412","3481","3058","122","874","288","113","481","445","559","618"
"hsa-mir-920","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"hsa-mir-921","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"hsa-mir-922","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","2","2","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"hsa-mir-924","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"hsa-mir-92a-1","50368","32087","57354","37232","15335","49254","80907","52378","36456","25249","43367","37797","62114","49026","39269","57451","17372","57901","37703","48483","49671","27550","32118","52718","34342","72708","64883","51623","20489","43394","35420","56167","12245","13798","62400","13665","30593","16547","54341","65825","35688","93917","46189","31393","10982","86140","37527","14250","78599","30935","43288","38059","26547","42947","11197","39812","41652","23959","38442","16253","29360","18243","30074","36844"
"hsa-mir-92a-2","44877","29883","52114","33021","14178","41683","72206","48451","33685","23014","38535","34838","55030","44157","35006","51809","15218","50821","33550","43926","46158","26020","29370","48127","31344","63369","57960","44985","18082","38746","31652","49327","10079","12284","58479","11736","27783","15445","50028","57045","32652","84482","38639","29400","9854","78282","33015","13130","73101","26868","39530","35321","24079","38494","9809","33086","36722","22084","35209","14972","26071","16031","25579","30057"
"hsa-mir-92b","82","89","48","38","22","26","92","47","39","28","48","65","53","42","91","38","53","195","33","58","69","81","61","56","38","172","52","74","12","44","14","81","5","53","82","11","10","17","466","158","45","134","300","13","74","27","14","66","45","108","12","81","18","143","64","26","30","66","110","270","611","623","189","383"
"hsa-mir-93","17812","7937","18281","10455","3347","17205","21719","7663","8996","6865","8868","7781","16838","14301","11538","10307","6651","36665","9476","10138","8491","6784","8817","14187","6342","26032","15341","16954","4451","15405","10397","11666","9014","16040","28334","11303","4484","12617","38340","10076","16017","40011","25303","17684","8273","13253","11970","8006","21975","42520","22379","22050","16160","33481","4145","10470","11523","12153","26021","11696","10838","22153","13898","57572"
"hsa-mir-933","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","1","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0"
"hsa-mir-934","1","3","0","1","0","4","0","1","0","0","1","3","4","1","0","0","0","2","0","0","2","5","3","5","0","0","1","2","0","4","3","2","0","0","0","0","0","0","7","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1","24","3","43","17"
"hsa-mir-935","3","6","4","2","0","4","5","10","5","2","7","9","12","0","3","5","4","3","1","9","1","8","4","5","3","4","5","4","3","3","0","6","6","2","7","0","0","1","7","21","3","11","14","6","7","0","23","5","10","14","0","2","0","11","4","1","5","2","3","2","13","2","32","11"
"hsa-mir-936","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"hsa-mir-937","1","25","6","3","7","3","2","8","9","6","6","4","6","5","1","5","3","7","9","8","7","21","3","3","4","5","1","4","1","6","1","4","18","3","11","9","0","3","13","57","56","49","51","4","6","9","28","3","15","7","6","10","76","20","4","2","4","7","37","8","5","4","9","4"
